nameFirst,nameLast,weight,debut,height,finalGame,baseball_ref_url,birthCity,birthState,birthYear,lat,long
Jeff,Reardon,190,1979-08-25,72,1994-05-04,http://www.baseball-reference.com/players/r/reardje01.shtml,Pittsfield,MA,1955,42.451840,-73.260685
Howie,Storie,175,1931-09-07,70,1932-06-05,http://www.baseball-reference.com/players/s/storiho01.shtml,Pittsfield,MA,1911,42.451840,-73.260685
Earl,Turner,170,1948-09-25,69,1950-07-19,http://www.baseball-reference.com/players/t/turneea01.shtml,Pittsfield,MA,1923,42.451840,-73.260685
Turk,Wendell,185,1993-06-17,74,2004-05-13,http://www.baseball-reference.com/players/w/wendetu01.shtml,Pittsfield,MA,1967,42.451840,-73.260685
Matt,White,180,2003-05-27,73,2005-08-27,http://www.baseball-reference.com/players/w/whitema03.shtml,Pittsfield,MA,1977,42.451840,-73.260685
Walter,Zink,165,1921-07-06,72,1921-07-19,http://www.baseball-reference.com/players/z/zinkwa01.shtml,Pittsfield,MA,1898,42.451840,-73.260685
Leon,Chagnon,182,1929-10-05,72,1935-08-08,http://www.baseball-reference.com/players/c/chagnle01.shtml,Pittsfield,NH,1902,43.300101,-71.331517
Hughie,Jennings,165,1891-06-01,68,1918-09-02,http://www.baseball-reference.com/players/j/jennihu01.shtml,Pittston,PA,1869,41.327920,-75.785684
Tommy,McMillan,130,1908-08-19,65,1912-10-05,http://www.baseball-reference.com/players/m/mcmilto01.shtml,Pittston,PA,1888,41.327920,-75.785684
Si,Pauxtis,175,1909-09-18,72,1909-10-05,http://www.baseball-reference.com/players/p/pauxtsi01.shtml,Pittston,PA,1885,41.327920,-75.785684
Jonathan,Pettibone,235,2013-04-22,78,2014-04-18,http://www.baseball-reference.com/players/p/pettijo02.shtml,Placentia,CA,1990,33.881158,-117.854783
Jerry,Freeman,220,1908-04-14,74,1909-05-21,http://www.baseball-reference.com/players/f/freemje01.shtml,Placerville,CA,1879,38.730469,-120.796965
Charlie,Bicknell,170,1948-04-22,71,1949-09-18,http://www.baseball-reference.com/players/b/bicknch01.shtml,Plainfield,NJ,1928,40.615444,-74.415775
Joe,Black,220,1952-05-01,74,1957-09-11,http://www.baseball-reference.com/players/b/blackjo02.shtml,Plainfield,NJ,1924,40.615444,-74.415775
Dan,Dugan,187,1928-09-05,73,1929-07-16,http://www.baseball-reference.com/players/d/duganda01.shtml,Plainfield,NJ,1907,40.615444,-74.415775
Jeffrey,Hammonds,195,1993-06-25,72,2005-05-22,http://www.baseball-reference.com/players/h/hammoje01.shtml,Plainfield,NJ,1971,40.615444,-74.415775
Jack,Martin,159,1912-04-25,69,1914-10-06,http://www.baseball-reference.com/players/m/martija01.shtml,Plainfield,NJ,1887,40.615444,-74.415775
Dan,Pfister,187,1961-09-09,72,1964-07-31,http://www.baseball-reference.com/players/p/pfistda01.shtml,Plainfield,NJ,1936,40.615444,-74.415775
Jeff,Torborg,195,1964-05-10,72,1973-09-29,http://www.baseball-reference.com/players/t/torboje01.shtml,Plainfield,NJ,1941,40.615444,-74.415775
Elmer,Yoter,155,1921-09-09,67,1928-04-18,http://www.baseball-reference.com/players/y/yoterel01.shtml,Plainfield,PA,1900,40.201172,-77.283278
Jim,Devlin,165,1944-04-27,71,1944-04-27,http://www.baseball-reference.com/players/d/devliji03.shtml,Plains,PA,1922,41.275797,-75.851861
Ed,Walsh,193,1904-05-07,73,1917-09-11,http://www.baseball-reference.com/players/w/walshed01.shtml,Plains,PA,1881,41.275797,-75.851861
Zach,Lee,210,2015-07-25,76,2015-07-25,http://www.baseball-reference.com/players/l/leeza01.shtml,Plano,TX,1991,33.050769,-96.747944
Jordan,Tata,220,2006-04-06,78,2007-08-10,http://www.baseball-reference.com/players/t/tatajo01.shtml,Plano,TX,1981,33.050769,-96.747944
Kenny,Kelly,180,2000-09-07,75,2005-10-01,http://www.baseball-reference.com/players/k/kellyke01.shtml,Plant City,FL,1979,28.023543,-82.1272020302876
Matt,Ford,170,2003-04-02,73,2003-07-20,http://www.baseball-reference.com/players/f/fordma01.shtml,Plantation,FL,1981,26.125611,-80.261813
Matt,Ford,170,2003-04-02,73,2003-07-20,http://www.baseball-reference.com/players/f/fordma01.shtml,Plantation,FL,1981,27.072365,-82.371511
Tyler,Greene,200,2009-04-30,74,2013-06-02,http://www.baseball-reference.com/players/g/greenty02.shtml,Plantation,FL,1983,26.125611,-80.261813
Tyler,Greene,200,2009-04-30,74,2013-06-02,http://www.baseball-reference.com/players/g/greenty02.shtml,Plantation,FL,1983,27.072365,-82.371511
James,Hurst,160,1994-04-04,72,1994-05-22,http://www.baseball-reference.com/players/h/hurstja01.shtml,Plantation,FL,1967,26.125611,-80.261813
James,Hurst,160,1994-04-04,72,1994-05-22,http://www.baseball-reference.com/players/h/hurstja01.shtml,Plantation,FL,1967,27.072365,-82.371511
Jim,Holloway,165,1929-05-17,73,1929-07-17,http://www.baseball-reference.com/players/h/holloji01.shtml,Plaquemine,LA,1908,30.283156,-91.243812
Bill,Lee,195,1934-04-29,75,1947-06-29,http://www.baseball-reference.com/players/l/leebi02.shtml,Plaquemine,LA,1909,30.283156,-91.243812
Joe,Moock,180,1967-09-01,73,1967-10-01,http://www.baseball-reference.com/players/m/moockjo01.shtml,Plaquemine,LA,1944,30.283156,-91.243812
Cleon,Jones,185,1963-09-14,72,1976-05-01,http://www.baseball-reference.com/players/j/jonescl01.shtml,Plateau,AL,1942,30.7362999,-88.0638883
Pants,Rowland,,,,,http://www.baseball-reference.com/players/r/rowlapa99.shtml,Platteville,WI,1879,42.733399,-90.471491
Kelly,Heath,155,1982-04-20,67,1982-04-20,http://www.baseball-reference.com/players/h/heathke01.shtml,Plattsburg,NY,1957,40.591805,-74.0992179
Oscar,Graham,180,1907-04-16,72,1907-08-05,http://www.baseball-reference.com/players/g/grahaos01.shtml,Plattsmouth,NE,1878,41.005653,-95.894144
Willie,Mitchell,176,1909-09-22,72,1919-05-31,http://www.baseball-reference.com/players/m/mitchwi01.shtml,Pleasant Grove,MS,1889,34.4392739,-90.0895358
Bill,Rodgers,170,1915-04-15,69,1916-05-13,http://www.baseball-reference.com/players/r/rodgebi01.shtml,Pleasant Ridge,OH,1887,39.1823662,-84.4265344
Walter,Bernhardt,175,1918-07-16,74,1918-07-16,http://www.baseball-reference.com/players/b/bernhwa01.shtml,Pleasant Village,PA,1893,,
Stephen,Piscotty,210,2015-07-21,75,2015-10-04,http://www.baseball-reference.com/players/p/piscost01.shtml,Pleasanton,CA,1991,37.667185,-121.881230
Win,Noyes,180,1913-05-19,72,1919-09-27,http://www.baseball-reference.com/players/n/noyeswi01.shtml,Pleasanton,NE,1889,40.969808,-99.087566
Ty,Helfrich,178,1915-06-30,70,1915-09-24,http://www.baseball-reference.com/players/h/helfrty01.shtml,Pleasantville,NJ,1890,39.388800,-74.514262
Charlie,See,175,1919-08-06,70,1921-07-08,http://www.baseball-reference.com/players/s/seech01.shtml,Pleasantville,NY,1896,41.134006,-73.784160
Vedie,Himsl,180,,73,,http://www.baseball-reference.com/players/h/himslve99.shtml,Plevna,MT,1917,46.421848,-104.521103
Walt,Wilmot,165,1888-04-20,69,1898-06-14,http://www.baseball-reference.com/players/w/wilmowa01.shtml,Plover,WI,1863,44.462020,-89.537971
Bull,Smith,180,1904-08-30,72,1911-08-30,http://www.baseball-reference.com/players/s/smithbu01.shtml,Plum,WV,1880,37.9567773,-81.2564948
Ralph,Kreitz,175,1911-08-01,69,1911-10-08,http://www.baseball-reference.com/players/k/kreitra01.shtml,Plum Creek,NE,1885,41.9378629,-96.7624843
Eric,Stults,220,2006-09-05,74,2015-05-26,http://www.baseball-reference.com/players/s/stulter01.shtml,Plymouth,IN,1979,41.349424,-86.319434
Jim,Stanley,148,1914-04-19,66,1914-09-29,http://www.baseball-reference.com/players/s/stanlji01.shtml,Plymouth,PA,1887,41.241843,-75.950597
Val,Heim,170,1942-08-31,71,1942-09-22,http://www.baseball-reference.com/players/h/heimva01.shtml,Plymouth,WI,1920,43.745180,-87.965307
Ben,Paulsen,210,2014-05-22,76,2015-10-04,http://www.baseball-reference.com/players/p/paulsbe01.shtml,Plymouth,WI,1987,43.745180,-87.965307
Walt,Marbet,175,1913-06-17,73,1913-06-25,http://www.baseball-reference.com/players/m/marbewa01.shtml,Plymouth County,IA,1890,42.7369124,-96.2213606
Larry,Biittner,205,1970-07-17,74,1983-09-29,http://www.baseball-reference.com/players/b/biittla01.shtml,Pocahontas,IA,1945,42.737136,-94.666131
Harry,Little,,1877-07-16,,1877-10-06,http://www.baseball-reference.com/players/l/littlha01.shtml,Pocahontas,MO,1850,37.501610,-89.639849
Bruce,Ellingsen,180,1974-07-04,72,1974-09-28,http://www.baseball-reference.com/players/e/ellinbr01.shtml,Pocatello,ID,1949,42.871166,-112.465962
Pep,Goodwin,160,1914-04-16,70,1915-10-03,http://www.baseball-reference.com/players/g/goodwpe01.shtml,Pocatello,ID,1891,42.871166,-112.465962
Kent,Hadley,190,1958-09-14,75,1960-08-21,http://www.baseball-reference.com/players/h/hadleke01.shtml,Pocatello,ID,1934,42.871166,-112.465962
Bill,Salkeld,190,1945-04-18,70,1950-04-21,http://www.baseball-reference.com/players/s/salkebi01.shtml,Pocatello,ID,1917,42.871166,-112.465962
Jeff,Frazier,195,2010-07-30,75,2010-08-15,http://www.baseball-reference.com/players/f/frazije01.shtml,Point Pleasant,NJ,1982,40.077748,-74.069921
Todd,Frazier,220,2011-05-23,75,2015-10-04,http://www.baseball-reference.com/players/f/frazito01.shtml,Point Pleasant,NJ,1986,40.077748,-74.069921
Topsy,Hartsel,155,1898-09-14,65,1911-09-30,http://www.baseball-reference.com/players/h/hartsto01.shtml,Polk,OH,1874,40.945154,-82.214348
Mack,Wheat,167,1915-05-14,71,1921-06-06,http://www.baseball-reference.com/players/w/wheatma01.shtml,Polo,MO,1893,39.551952,-94.035597
Johnny,Wertz,180,1926-04-14,70,1929-05-22,http://www.baseball-reference.com/players/w/wertsjo01.shtml,Pomaria,SC,1898,34.268739,-81.417824
Harley,Dillinger,175,1914-08-16,71,1914-10-03,http://www.baseball-reference.com/players/d/dilliha01.shtml,Pomeroy,OH,1894,39.034672,-82.032416
Kid,Elberfeld,158,1898-05-30,67,1914-09-24,http://www.baseball-reference.com/players/e/elberki01.shtml,Pomeroy,OH,1875,39.034672,-82.032416
Benny,Kauff,157,1912-04-20,68,1920-07-02,http://www.baseball-reference.com/players/k/kauffbe01.shtml,Pomeroy,OH,1890,39.034672,-82.032416
Cy,Morgan,175,1903-09-18,72,1913-09-01,http://www.baseball-reference.com/players/m/morgacy01.shtml,Pomeroy,OH,1878,39.034672,-82.032416
Bill,Wilson,195,1969-04-08,74,1973-09-26,http://www.baseball-reference.com/players/w/wilsobi03.shtml,Pomeroy,OH,1942,39.034672,-82.032416
Jeff,Bajenaru,190,2004-09-04,73,2006-08-07,http://www.baseball-reference.com/players/b/bajenje01.shtml,Pomona,CA,1978,34.058494,-117.761091
Dan,Cortes,235,2010-09-24,78,2011-09-12,http://www.baseball-reference.com/players/c/corteda02.shtml,Pomona,CA,1987,34.058494,-117.761091
Mike,Darr,190,1977-09-06,76,1977-09-06,http://www.baseball-reference.com/players/d/darrmi01.shtml,Pomona,CA,1956,34.058494,-117.761091
Mike,Frank,185,1998-06-19,74,1998-07-26,http://www.baseball-reference.com/players/f/frankmi02.shtml,Pomona,CA,1974,34.058494,-117.761091
Donnie,Hill,160,1983-07-25,70,1992-07-11,http://www.baseball-reference.com/players/h/hilldo01.shtml,Pomona,CA,1960,34.058494,-117.761091
Alex,Hinshaw,175,2008-05-15,74,2012-08-27,http://www.baseball-reference.com/players/h/hinshal01.shtml,Pomona,CA,1982,34.058494,-117.761091
Joe,Keough,185,1968-08-07,72,1973-07-26,http://www.baseball-reference.com/players/k/keougjo01.shtml,Pomona,CA,1946,34.058494,-117.761091
Matt,Keough,190,1977-09-03,75,1986-10-02,http://www.baseball-reference.com/players/k/keougma02.shtml,Pomona,CA,1955,34.058494,-117.761091
Mark,McGwire,215,1986-08-22,77,2001-10-07,http://www.baseball-reference.com/players/m/mcgwima01.shtml,Pomona,CA,1963,34.058494,-117.761091
Chris,Nyman,200,1982-07-28,76,1983-10-01,http://www.baseball-reference.com/players/n/nymanch01.shtml,Pomona,CA,1955,34.058494,-117.761091
Ryan,Perry,215,2009-04-08,77,2012-05-30,http://www.baseball-reference.com/players/p/perryry01.shtml,Pomona,CA,1987,34.058494,-117.761091
Randy,Stein,210,1978-04-17,76,1982-09-22,http://www.baseball-reference.com/players/s/steinra02.shtml,Pomona,CA,1953,34.058494,-117.761091
Brian,Stokes,210,2006-09-03,73,2010-09-03,http://www.baseball-reference.com/players/s/stokebr01.shtml,Pomona,CA,1979,34.058494,-117.761091
Rich,Yett,187,1985-04-13,74,1990-04-25,http://www.baseball-reference.com/players/y/yettri01.shtml,Pomona,CA,1962,34.058494,-117.761091
Chuck,Goggin,175,1972-09-08,71,1974-09-22,http://www.baseball-reference.com/players/g/goggich01.shtml,Pompano Beach,FL,1945,26.241622,-80.133852
Tommy,Atkins,165,1909-10-02,70,1910-09-28,http://www.baseball-reference.com/players/a/atkinto01.shtml,Ponca,NE,1887,42.564845,-96.709500
Pug,Bennett,165,1906-04-12,71,1907-09-20,http://www.baseball-reference.com/players/b/bennepu01.shtml,Ponca,NE,1874,42.564845,-96.709500
Lou,Clinton,185,1960-04-22,73,1967-04-30,http://www.baseball-reference.com/players/c/clintlo01.shtml,Ponca City,OK,1937,36.7267431,-97.066734
Rusty,Ryal,200,2009-08-10,74,2010-10-03,http://www.baseball-reference.com/players/r/ryalru01.shtml,Ponca City,OK,1983,36.7267431,-97.066734
Clint,Sodowsky,180,1995-09-04,75,1999-05-22,http://www.baseball-reference.com/players/s/sodowcl01.shtml,Ponca City,OK,1972,36.7267431,-97.066734
Bernie,Smith,164,1970-07-31,69,1971-04-28,http://www.baseball-reference.com/players/s/smithbe01.shtml,Ponchatoula,LA,1941,30.440598,-90.442791
Earl,Wilson,216,1959-07-28,75,1970-09-22,http://www.baseball-reference.com/players/w/wilsoea01.shtml,Ponchatoula,LA,1934,30.440598,-90.442791
Harry,Bay,138,1901-07-23,68,1908-05-03,http://www.baseball-reference.com/players/b/bayha01.shtml,Pontiac,IL,1878,40.883380,-88.647244
Tim,Birtsas,240,1985-05-03,79,1990-10-03,http://www.baseball-reference.com/players/b/birtsti01.shtml,Pontiac,MI,1960,42.649228,-83.287363
Kirk,Gibson,215,1979-09-08,75,1995-08-10,http://www.baseball-reference.com/players/g/gibsoki01.shtml,Pontiac,MI,1957,42.649228,-83.287363
Mike,Grace,175,1978-04-18,72,1978-05-01,http://www.baseball-reference.com/players/g/gracemi01.shtml,Pontiac,MI,1956,42.649228,-83.287363
Steve,Howe,180,1980-04-11,73,1996-06-21,http://www.baseball-reference.com/players/h/howest01.shtml,Pontiac,MI,1958,42.649228,-83.287363
Don,Kirkwood,175,1974-09-13,75,1978-10-01,http://www.baseball-reference.com/players/k/kirkwdo01.shtml,Pontiac,MI,1949,42.649228,-83.287363
Kevin,Mahar,210,2007-05-16,77,2007-05-22,http://www.baseball-reference.com/players/m/maharke01.shtml,Pontiac,MI,1981,42.649228,-83.287363
Steve,Pegues,190,1994-07-06,74,1995-09-29,http://www.baseball-reference.com/players/p/peguest01.shtml,Pontotoc,MS,1968,34.250880,-89.008348
Chris,Rearick,200,2015-04-12,75,2015-04-25,http://www.baseball-reference.com/players/r/rearich01.shtml,Pooler,GA,1987,32.101858,-81.254989
Tim,Lollar,200,1980-06-28,75,1986-10-05,http://www.baseball-reference.com/players/l/lollati01.shtml,Poplar Bluff,MO,1956,36.763259,-90.413953
Clyde,Hatter,170,1935-04-23,71,1937-05-10,http://www.baseball-reference.com/players/h/hattecl01.shtml,Poplar Hills,KY,1908,38.178011,-85.693006
Whitey,Wilshere,180,1934-06-24,72,1936-05-31,http://www.baseball-reference.com/players/w/wilshwh01.shtml,Poplar Ridge,NY,1912,42.7384038,-76.6179998
Jeff,Ridgway,210,2007-09-17,75,2008-09-13,http://www.baseball-reference.com/players/r/ridgwje01.shtml,Port Angeles,WA,1980,48.118959,-123.448260
Xavier,Hernandez,185,1989-06-04,74,1998-09-26,http://www.baseball-reference.com/players/h/hernaxa01.shtml,Port Arthur,TX,1965,29.833402,-93.966320
Chuck,McElroy,160,1989-09-04,72,2001-10-07,http://www.baseball-reference.com/players/m/mcelrch01.shtml,Port Arthur,TX,1967,29.833402,-93.966320
Ben,Weber,185,2000-04-03,76,2005-05-08,http://www.baseball-reference.com/players/w/weberbe01.shtml,Port Arthur,TX,1969,29.833402,-93.966320
Bill,Malarkey,185,1908-04-16,70,1908-08-16,http://www.baseball-reference.com/players/m/malarbi01.shtml,Port Byron,IL,1878,41.616562,-90.327309
Matt,LaPorta,215,2009-05-03,74,2012-10-02,http://www.baseball-reference.com/players/l/laporma01.shtml,Port Charlotte,FL,1985,26.989467,-82.113651
Marty,Barrett,170,1884-06-24,69,1884-10-15,http://www.baseball-reference.com/players/b/barrema01.shtml,Port Henry,NY,1860,44.046771,-73.461105
Sun,Daly,165,1892-09-30,68,1892-10-15,http://www.baseball-reference.com/players/d/dalysu01.shtml,Port Henry,NY,1865,44.046771,-73.461105
Josh,Towers,185,2001-05-02,73,2009-09-12,http://www.baseball-reference.com/players/t/towerjo01.shtml,Port Hueneme,CA,1977,34.162143,-119.204177
Jim,Gosger,185,1963-05-04,71,1974-09-22,http://www.baseball-reference.com/players/g/gosgeji01.shtml,Port Huron,MI,1942,42.993766,-82.433743
Bill,Hogg,200,1905-04-25,72,1908-10-02,http://www.baseball-reference.com/players/h/hoggbi01.shtml,Port Huron,MI,1881,42.993766,-82.433743
Fred,Lamlein,171,1912-09-18,71,1915-09-21,http://www.baseball-reference.com/players/l/lamlifr01.shtml,Port Huron,MI,1887,42.993766,-82.433743
Jason,Motte,205,2008-09-03,72,2015-08-23,http://www.baseball-reference.com/players/m/motteja01.shtml,Port Huron,MI,1982,42.993766,-82.433743
Frank,Norton,,1871-05-05,,1871-05-05,http://www.baseball-reference.com/players/n/nortofr01.shtml,Port Jefferson,NY,1845,40.942177,-73.052799
Keith,Osik,185,1996-04-05,72,2005-10-01,http://www.baseball-reference.com/players/o/osikke01.shtml,Port Jefferson,NY,1968,40.942177,-73.052799
Tom,Veryzer,175,1973-08-14,73,1984-09-30,http://www.baseball-reference.com/players/v/veryzto01.shtml,Port Jefferson,NY,1953,40.942177,-73.052799
Jim,Connor,179,1892-07-11,70,1899-09-09,http://www.baseball-reference.com/players/c/connoji01.shtml,Port Jervis,NY,1863,41.376969,-74.694001
Mike,Goodfellow,180,1887-06-13,72,1888-09-15,http://www.baseball-reference.com/players/g/goodfmi01.shtml,Port Jervis,NY,1866,41.376969,-74.694001
Bucky,Harris,156,1919-08-28,69,1931-06-12,http://www.baseball-reference.com/players/h/harribu01.shtml,Port Jervis,NY,1896,41.376969,-74.694001
George,McVey,185,1885-09-19,73,1885-09-29,http://www.baseball-reference.com/players/m/mcveyge01.shtml,Port Jervis,NY,1865,41.376969,-74.694001
Larry,Milbourne,161,1974-04-06,72,1984-09-29,http://www.baseball-reference.com/players/m/milbola01.shtml,Port Norris,NJ,1951,39.250469,-75.042457
Fred,Frankhouse,175,1927-09-07,71,1939-09-25,http://www.baseball-reference.com/players/f/frankfr02.shtml,Port Royal,PA,1904,40.533772,-77.389460
Tom,Baker,195,1963-08-02,72,1963-09-14,http://www.baseball-reference.com/players/b/bakerto02.shtml,Port Townsend,WA,1934,48.128845,-122.797474
Art,McLarney,168,1932-08-23,72,1932-09-25,http://www.baseball-reference.com/players/m/mclarar01.shtml,Port Townsend,WA,1908,48.128845,-122.797474
Mordecai,Davidson,,,,,http://www.baseball-reference.com/players/d/davidmo99.shtml,Port Washington,OH,1845,40.326772,-81.519114
Larry,Schlafly,182,1902-09-18,71,1914-10-10,http://www.baseball-reference.com/players/s/schlala01.shtml,Port Washington,OH,1878,40.326772,-81.519114
Beany,Jacobson,170,1904-04-30,72,1907-06-24,http://www.baseball-reference.com/players/j/jacobbe01.shtml,Port Washington,WI,1881,43.384245,-87.880733
Dan,Abbott,190,1890-04-19,71,1890-05-23,http://www.baseball-reference.com/players/a/abbotda01.shtml,Portage,OH,1862,41.323217,-83.646799
George,Davies,180,1891-08-18,,1893-07-20,http://www.baseball-reference.com/players/d/daviege01.shtml,Portage,WI,1868,43.548951,-89.465866
Cody,Ross,195,2003-07-04,71,2015-05-01,http://www.baseball-reference.com/players/r/rossco01.shtml,Portales,NM,1980,34.176355,-103.354213
Harry,Lord,165,1907-09-25,70,1915-09-27,http://www.baseball-reference.com/players/l/lordha01.shtml,Porter,ME,1882,43.7959087,-70.9325649
Tiny,Osborne,215,1922-04-15,76,1925-09-28,http://www.baseball-reference.com/players/o/osborti01.shtml,Porterdale,GA,1893,33.573706,-83.894787
Brant,Brown,220,1996-06-15,75,2000-08-29,http://www.baseball-reference.com/players/b/brownbr01.shtml,Porterville,CA,1971,36.063542,-119.033600
Buzz,Stephen,205,1968-09-20,76,1968-09-25,http://www.baseball-reference.com/players/s/stephbu01.shtml,Porterville,CA,1944,36.063542,-119.033600
Lloyd,Moseby,200,1980-05-24,75,1991-10-06,http://www.baseball-reference.com/players/m/mosebll01.shtml,Portland,AR,1959,33.237765,-91.511130
Bruce,Robbins,190,1979-07-28,73,1980-09-23,http://www.baseball-reference.com/players/r/robbibr01.shtml,Portland,IN,1959,40.437662,-84.983485
Harley,Young,169,1908-04-21,74,1908-07-04,http://www.baseball-reference.com/players/y/youngha01.shtml,Portland,IN,1883,40.437662,-84.983485
Henry,Buker,140,1884-06-11,,1884-08-04,http://www.baseball-reference.com/players/b/bukerha01.shtml,Portland,ME,1859,43.633192,-70.185644
Harry,Curtis,170,1907-08-28,70,1907-10-05,http://www.baseball-reference.com/players/c/curtiha01.shtml,Portland,ME,1883,43.633192,-70.185644
Eddie,Files,,1908-10-03,,1908-10-07,http://www.baseball-reference.com/players/f/filesed01.shtml,Portland,ME,1883,43.633192,-70.185644
Ryan,Flaherty,220,2012-04-07,75,2015-10-04,http://www.baseball-reference.com/players/f/flahery01.shtml,Portland,ME,1986,43.633192,-70.185644
Fred,Howard,190,1979-05-26,75,1979-09-06,http://www.baseball-reference.com/players/h/howarfr02.shtml,Portland,ME,1956,43.633192,-70.185644
Rip,Jordan,172,1912-06-25,72,1919-09-27,http://www.baseball-reference.com/players/j/jordari01.shtml,Portland,ME,1889,43.633192,-70.185644
Dick,Joyce,225,1965-09-03,77,1965-10-02,http://www.baseball-reference.com/players/j/joycedi01.shtml,Portland,ME,1943,43.633192,-70.185644
Pete,Ladd,228,1979-08-17,75,1986-10-03,http://www.baseball-reference.com/players/l/laddpe01.shtml,Portland,ME,1956,43.633192,-70.185644
Kid,Madden,130,1887-05-06,67,1891-10-06,http://www.baseball-reference.com/players/m/maddeki01.shtml,Portland,ME,1867,43.633192,-70.185644
Candy,Nelson,145,1872-06-11,66,1890-08-25,http://www.baseball-reference.com/players/n/nelsoca01.shtml,Portland,ME,1849,43.633192,-70.185644
Ryan,Reid,210,2013-06-03,71,2013-07-04,http://www.baseball-reference.com/players/r/reidry01.shtml,Portland,ME,1985,43.633192,-70.185644
Jack,Robinson,,1902-09-06,,1902-10-03,http://www.baseball-reference.com/players/r/robinja01.shtml,Portland,ME,1880,43.633192,-70.185644
Bob,Stanley,210,1977-04-16,76,1989-09-05,http://www.baseball-reference.com/players/s/stanlbo01.shtml,Portland,ME,1954,43.633192,-70.185644
Tim,Stauffer,220,2005-05-11,73,2015-10-01,http://www.baseball-reference.com/players/s/staufti01.shtml,Portland,ME,1982,43.633192,-70.185644
Bill,Swift,170,1985-06-07,72,1998-09-11,http://www.baseball-reference.com/players/s/swiftbi02.shtml,Portland,ME,1961,43.633192,-70.185644
Bill,Weir,170,1936-06-25,68,1939-10-01,http://www.baseball-reference.com/players/w/weirro01.shtml,Portland,ME,1911,43.633192,-70.185644
Larry,Andersen,200,1975-09-05,75,1994-07-31,http://www.baseball-reference.com/players/a/anderla02.shtml,Portland,OR,1953,45.536951,-122.649971
Darwin,Barney,180,2010-08-12,70,2015-10-04,http://www.baseball-reference.com/players/b/barneda01.shtml,Portland,OR,1985,45.536951,-122.649971
Tony,Barron,185,1996-06-02,72,1997-09-28,http://www.baseball-reference.com/players/b/barroto01.shtml,Portland,OR,1966,45.536951,-122.649971
Bob,Beall,180,1975-05-12,71,1980-09-23,http://www.baseball-reference.com/players/b/beallbo01.shtml,Portland,OR,1948,45.536951,-122.649971
Lance,Blankenship,190,1988-09-04,72,1993-08-15,http://www.baseball-reference.com/players/b/blankla02.shtml,Portland,OR,1963,45.536951,-122.649971
Kent,Bottenfield,225,1992-07-06,75,2001-06-09,http://www.baseball-reference.com/players/b/botteke01.shtml,Portland,OR,1968,45.536951,-122.649971
Dan,Carlson,185,1996-09-13,73,1999-06-23,http://www.baseball-reference.com/players/c/carlsda01.shtml,Portland,OR,1970,45.536951,-122.649971
Cliff,Chambers,208,1948-04-24,75,1953-09-22,http://www.baseball-reference.com/players/c/chambcl01.shtml,Portland,OR,1922,45.536951,-122.649971
Brady,Clark,195,2000-09-03,74,2008-04-22,http://www.baseball-reference.com/players/c/clarkbr02.shtml,Portland,OR,1973,45.536951,-122.649971
Trevor,Crowe,190,2009-04-09,70,2013-09-29,http://www.baseball-reference.com/players/c/crowetr01.shtml,Portland,OR,1983,45.536951,-122.649971
Matt,Diaz,215,2003-07-19,72,2013-05-18,http://www.baseball-reference.com/players/d/diazma02.shtml,Portland,OR,1978,45.536951,-122.649971
Jim,Dickson,185,1963-07-02,73,1966-07-24,http://www.baseball-reference.com/players/d/dicksji01.shtml,Portland,OR,1938,45.536951,-122.649971
Tom,Dodd,190,1986-07-25,72,1986-08-06,http://www.baseball-reference.com/players/d/doddto01.shtml,Portland,OR,1958,45.536951,-122.649971
Rob,Dressler,180,1975-09-07,75,1980-10-01,http://www.baseball-reference.com/players/d/dressro01.shtml,Portland,OR,1954,45.536951,-122.649971
J. D.,Durbin,210,2004-09-08,72,2007-09-20,http://www.baseball-reference.com/players/d/durbijd01.shtml,Portland,OR,1982,45.536951,-122.649971
Dick,Egan,162,1908-09-15,71,1916-10-05,http://www.baseball-reference.com/players/e/egandi01.shtml,Portland,OR,1884,45.536951,-122.649971
Mike,Ekstrom,190,2008-09-10,72,2012-08-12,http://www.baseball-reference.com/players/e/ekstrmi01.shtml,Portland,OR,1983,45.536951,-122.649971
Eddie,Erautt,185,1947-04-16,71,1953-09-22,http://www.baseball-reference.com/players/e/erauted01.shtml,Portland,OR,1924,45.536951,-122.649971
Hal,Erickson,230,1953-04-14,77,1953-07-10,http://www.baseball-reference.com/players/e/erickha02.shtml,Portland,OR,1919,45.536951,-122.649971
Rocky,Gale,175,2015-09-06,73,2015-10-04,http://www.baseball-reference.com/players/g/galero01.shtml,Portland,OR,1988,45.536951,-122.649971
Cole,Gillespie,205,2010-04-21,74,2015-10-04,http://www.baseball-reference.com/players/g/gilleco01.shtml,Portland,OR,1984,45.536951,-122.649971
Tom,Gorman,194,1981-09-02,76,1987-04-24,http://www.baseball-reference.com/players/g/gormato03.shtml,Portland,OR,1957,45.536951,-122.649971
Eric,Gunderson,175,1990-04-11,72,2000-05-17,http://www.baseball-reference.com/players/g/gundeer01.shtml,Portland,OR,1966,45.536951,-122.649971
Bert,Hall,178,1911-08-21,70,1911-10-09,http://www.baseball-reference.com/players/h/hallbe01.shtml,Portland,OR,1889,45.536951,-122.649971
John,Harris,205,1979-09-26,75,1981-10-03,http://www.baseball-reference.com/players/h/harrijo04.shtml,Portland,OR,1954,45.536951,-122.649971
